id_start,id_end,moto,car,rv,bus,truck
1001402,1001400,7.76,11.639999999999999,14.549999999999999,21.34,34.92
1001402,1001404,16.16,24.24,30.299999999999997,44.440000000000005,72.72
1001402,1001406,28.960000000000004,43.440000000000005,54.300000000000004,79.64000000000001,130.32000000000002
1001402,1001408,46.32000000000001,69.48,86.85000000000001,127.38000000000002,208.44000000000003
1001402,1001410,55.2,82.8,103.5,151.8,248.4
1001402,1001412,67.67999999999999,101.52,126.89999999999999,186.12,304.56
1001402,1001414,82.24000000000001,123.35999999999999,154.2,226.16000000000003,370.08
1001402,1001416,92.80000000000001,139.2,174.0,255.20000000000002,417.6
1001402,1001418,103.68,155.51999999999998,194.39999999999998,285.12,466.56
1001402,1001420,114.0,171.0,213.75,313.5,513.0
1001402,1001422,121.68,182.51999999999998,228.14999999999998,334.62,547.56
1001402,1001424,130.8,196.2,245.25,359.70000000000005,588.6
1001402,1001426,145.68,218.51999999999998,273.15,400.62,655.56
1001402,1001428,158.32000000000002,237.48,296.85,435.38000000000005,712.44
1001402,1001430,165.20000000000002,247.79999999999998,309.75,454.3,743.4
1001402,1001432,172.4,258.59999999999997,323.25,474.1,775.8000000000001
1001402,1001434,178.72000000000003,268.08,335.1,491.4800000000001,804.24
1001402,1001436,181.92000000000002,272.88,341.1,500.28000000000003,818.64
1001402,1001437,185.92000000000002,278.88,348.6,511.28000000000003,836.64
1001402,1001438,189.12,283.68,354.6,520.08,851.0400000000001
1001402,1001440,197.12,295.68,369.6,542.08,887.0400000000001
1001402,1001442,200.24,300.36,375.45000000000005,550.6600000000001,901.08
1001402,1001444,210.8,316.2,395.25,579.7,948.6
1001402,1001446,216.08000000000004,324.12,405.15000000000003,594.2200000000001,972.3600000000001
1001402,1001448,223.76,335.64,419.54999999999995,615.34,1006.92
1001402,1001450,236.32,354.47999999999996,443.09999999999997,649.88,1063.44
1001402,1001452,244.24,366.36,457.95000000000005,671.6600000000001,1099.0800000000002
1001402,1001454,253.28000000000003,379.92,474.90000000000003,696.5200000000001,1139.7600000000002
1001402,1001456,264.16,396.23999999999995,495.29999999999995,726.44,1188.72
1001402,1001458,271.28000000000003,406.92,508.65000000000003,746.0200000000001,1220.7600000000002
1001402,1001460,275.36,413.03999999999996,516.3,757.24,1239.12
1001402,1001461,285.6,428.4,535.5,785.4000000000001,1285.2
1001402,1001462,289.68,434.52000000000004,543.1500000000001,796.6200000000001,1303.5600000000002
1001402,1001464,311.04,466.56,583.2,855.3600000000001,1399.68
1001402,1001466,317.84000000000003,476.76,595.95,874.0600000000001,1430.28
1001402,1001468,326.40000000000003,489.59999999999997,612.0,897.6,1468.8
1001402,1001470,334.88000000000005,502.32,627.9000000000001,920.9200000000001,1506.96
1001402,1001472,347.68000000000006,521.52,651.9000000000001,956.1200000000001,1564.5600000000002
1001402,1001488,203.84000000000003,305.76,382.20000000000005,560.5600000000001,917.2800000000001
1001402,1004354,208.64000000000001,312.96,391.20000000000005,573.7600000000001,938.8800000000001
1001402,1004355,210.24,315.36,394.20000000000005,578.1600000000001,946.08
1001402,1004356,207.04000000000002,310.56,388.20000000000005,569.3600000000001,931.6800000000001
1001404,1001400,23.92,35.879999999999995,44.849999999999994,65.78,107.64
1001404,1001402,16.16,24.24,30.299999999999997,44.440000000000005,72.72
1001404,1001406,12.8,19.2,24.0,35.2,57.6
1001404,1001408,30.160000000000004,45.24,56.550000000000004,82.94000000000001,135.72000000000003
1001404,1001410,39.040000000000006,58.56,73.2,107.36000000000001,175.68
1001404,1001412,51.52000000000001,77.28,96.60000000000001,141.68000000000004,231.84000000000003
1001404,1001414,66.08000000000001,99.12,123.9,181.72000000000003,297.36
1001404,1001416,76.64000000000001,114.96000000000001,143.70000000000002,210.76000000000005,344.88000000000005
1001404,1001418,87.52000000000001,131.28,164.10000000000002,240.68000000000004,393.84000000000003
1001404,1001420,97.84000000000002,146.76000000000002,183.45000000000002,269.06000000000006,440.28000000000003
1001404,1001422,105.52000000000001,158.28,197.85000000000002,290.18000000000006,474.84000000000003
1001404,1001424,114.64000000000001,171.96,214.95000000000002,315.26000000000005,515.8800000000001
1001404,1001426,129.52,194.28,242.85000000000002,356.18000000000006,582.84
1001404,1001428,142.16000000000003,213.24,266.55,390.94000000000005,639.72
1001404,1001430,149.04000000000002,223.56,279.45000000000005,409.86000000000007,670.6800000000001
1001404,1001432,156.24,234.36,292.95000000000005,429.6600000000001,703.08
1001404,1001434,162.56000000000003,243.84,304.8,447.0400000000001,731.5200000000001
1001404,1001436,165.76000000000002,248.64000000000001,310.8,455.8400000000001,745.9200000000001
1001404,1001437,169.76000000000002,254.64000000000001,318.3,466.8400000000001,763.9200000000001
1001404,1001438,172.96000000000004,259.44,324.3,475.6400000000001,778.32
1001404,1001440,180.96000000000004,271.44,339.3,497.6400000000001,814.32
1001404,1001442,184.08000000000004,276.12,345.15000000000003,506.2200000000001,828.3600000000001
1001404,1001444,194.64000000000001,291.96,364.95000000000005,535.2600000000001,875.8800000000001
1001404,1001446,199.92000000000004,299.88000000000005,374.85,549.7800000000001,899.6400000000001
1001404,1001448,207.60000000000002,311.4,389.25,570.9000000000001,934.2
1001404,1001450,220.16000000000005,330.24000000000007,412.80000000000007,605.4400000000002,990.7200000000001
1001404,1001452,228.08000000000004,342.12,427.65000000000003,627.2200000000001,1026.3600000000001
1001404,1001454,237.12000000000003,355.68,444.6,652.0800000000002,1067.0400000000002
1001404,1001456,248.0,372.0,465.0,682.0,1116.0
1001404,1001458,255.12000000000003,382.68,478.35,701.5800000000002,1148.0400000000002
1001404,1001460,259.2,388.8,486.0,712.8000000000001,1166.4
1001404,1001461,269.44,404.16,505.20000000000005,740.96,1212.48
1001404,1001462,273.52,410.28,512.8499999999999,752.1800000000001,1230.84
1001404,1001464,294.88000000000005,442.32,552.9000000000001,810.9200000000001,1326.96
1001404,1001466,301.68,452.52000000000004,565.6500000000001,829.6200000000001,1357.5600000000002
1001404,1001468,310.24,465.36,581.7,853.1600000000001,1396.0800000000002
1001404,1001470,318.72,478.0799999999999,597.5999999999999,876.48,1434.24
1001404,1001472,331.52,497.28,621.5999999999999,911.6800000000001,1491.84
1001404,1001488,187.68000000000004,281.52000000000004,351.90000000000003,516.1200000000001,844.5600000000001
1001404,1004354,192.48000000000002,288.72,360.90000000000003,529.32,866.1600000000001
1001404,1004355,194.08000000000004,291.12,363.90000000000003,533.7200000000001,873.3600000000001
1001404,1004356,190.88000000000002,286.32,357.90000000000003,524.9200000000001,858.9600000000002
1001406,1001400,36.72,55.08,68.85,100.98,165.24
1001406,1001402,28.960000000000004,43.440000000000005,54.300000000000004,79.64000000000001,130.32000000000002
1001406,1001404,12.8,19.2,24.0,35.2,57.6
1001406,1001408,17.36,26.04,32.55,47.74,78.12
1001406,1001410,26.24,39.35999999999999,49.199999999999996,72.16,118.08
1001406,1001412,38.72,58.08,72.6,106.48,174.24
1001406,1001414,53.28,79.91999999999999,99.89999999999999,146.52,239.76
1001406,1001416,63.84,95.75999999999999,119.69999999999999,175.56,287.28
1001406,1001418,74.72,112.07999999999998,140.1,205.48,336.23999999999995
1001406,1001420,85.04,127.55999999999999,159.45,233.86,382.68
1001406,1001422,92.72,139.07999999999998,173.85,254.98,417.23999999999995
1001406,1001424,101.84,152.76,190.95,280.06,458.28
1001406,1001426,116.72000000000001,175.08,218.85000000000002,320.98,525.24
1001406,1001428,129.36,194.04000000000002,242.55,355.74000000000007,582.1200000000001
1001406,1001430,136.24,204.36,255.45000000000002,374.6600000000001,613.08
1001406,1001432,143.44000000000003,215.16,268.95000000000005,394.46000000000004,645.48
1001406,1001434,149.76000000000002,224.64000000000001,280.8,411.8400000000001,673.9200000000001
1001406,1001436,152.96,229.44000000000003,286.8,420.64000000000004,688.32
1001406,1001437,156.96000000000004,235.44,294.3,431.6400000000001,706.32
1001406,1001438,160.16000000000003,240.24,300.3,440.44000000000005,720.72
1001406,1001440,168.16000000000003,252.24,315.3,462.44000000000005,756.72
1001406,1001442,171.28000000000003,256.92,321.15000000000003,471.0200000000001,770.7600000000001
1001406,1001444,181.84000000000003,272.76,340.95000000000005,500.06000000000006,818.2800000000001
1001406,1001446,187.12000000000003,280.68,350.85,514.5800000000002,842.0400000000002
1001406,1001448,194.80000000000004,292.20000000000005,365.25000000000006,535.7000000000002,876.6000000000001
1001406,1001450,207.36000000000004,311.04,388.80000000000007,570.2400000000001,933.1200000000002
1001406,1001452,215.28000000000003,322.92,403.65000000000003,592.0200000000001,968.7600000000001
1001406,1001454,224.32000000000005,336.48,420.6,616.8800000000001,1009.4400000000002
1001406,1001456,235.20000000000002,352.8,441.0,646.8000000000001,1058.4
1001406,1001458,242.32000000000005,363.48,454.35,666.3800000000001,1090.44
1001406,1001460,246.4,369.59999999999997,462.0,677.6,1108.8
1001406,1001461,256.64000000000004,384.96,481.20000000000005,705.7600000000001,1154.88
1001406,1001462,260.71999999999997,391.08,488.84999999999997,716.98,1173.24
1001406,1001464,282.08000000000004,423.12,528.9000000000001,775.7200000000001,1269.3600000000001
1001406,1001466,288.88000000000005,433.32,541.6500000000001,794.4200000000001,1299.96
1001406,1001468,297.44,446.16,557.7,817.96,1338.48
1001406,1001470,305.92,458.87999999999994,573.5999999999999,841.28,1376.6399999999999
1001406,1001472,318.72,478.0799999999999,597.5999999999999,876.48,1434.24
1001406,1001488,174.88000000000002,262.32,327.90000000000003,480.9200000000001,786.9600000000002
1001406,1004354,179.68000000000004,269.52000000000004,336.90000000000003,494.1200000000001,808.5600000000001
1001406,1004355,181.28000000000003,271.92,339.90000000000003,498.5200000000001,815.7600000000001
1001406,1004356,178.08000000000004,267.12,333.90000000000003,489.7200000000001,801.3600000000001
1001408,1001400,54.08,81.11999999999999,101.39999999999999,148.72,243.35999999999999
1001408,1001402,46.32000000000001,69.48,86.85000000000001,127.38000000000002,208.44000000000003
1001408,1001404,30.160000000000004,45.24,56.550000000000004,82.94000000000001,135.72000000000003
1001408,1001406,17.36,26.04,32.55,47.74,78.12
1001408,1001410,8.88,13.319999999999999,16.65,24.42,39.96
1001408,1001412,21.36,32.04,40.05,58.74,96.12
1001408,1001414,35.92,53.879999999999995,67.35,98.78,161.64
1001408,1001416,46.48,69.71999999999998,87.14999999999999,127.82,209.16
1001408,1001418,57.35999999999999,86.03999999999998,107.54999999999998,157.73999999999998,258.11999999999995
1001408,1001420,67.67999999999999,101.52,126.89999999999999,186.12,304.56
1001408,1001422,75.36,113.03999999999998,141.29999999999998,207.23999999999998,339.11999999999995
1001408,1001424,84.48,126.71999999999998,158.39999999999998,232.32,380.15999999999997
1001408,1001426,99.36,149.04,186.29999999999998,273.24,447.11999999999995
1001408,1001428,112.0,168.0,210.0,308.0,504.0
1001408,1001430,118.88,178.32,222.89999999999998,326.92,534.96
1001408,1001432,126.08,189.11999999999998,236.39999999999998,346.72,567.36
1001408,1001434,132.4,198.6,248.25,364.1,595.8000000000001
1001408,1001436,135.6,203.4,254.25,372.90000000000003,610.2
1001408,1001437,139.6,209.4,261.75,383.90000000000003,628.2
1001408,1001438,142.8,214.2,267.75,392.70000000000005,642.6
1001408,1001440,150.8,226.2,282.75,414.70000000000005,678.6
1001408,1001442,153.92000000000002,230.88,288.6,423.28000000000003,692.64
1001408,1001444,164.48000000000002,246.71999999999997,308.4,452.32000000000005,740.16
1001408,1001446,169.76000000000002,254.64000000000001,318.3,466.8400000000001,763.9200000000001
1001408,1001448,177.44000000000003,266.16,332.70000000000005,487.96000000000004,798.48
1001408,1001450,190.0,285.0,356.25,522.5,855.0
1001408,1001452,197.92000000000002,296.88,371.1,544.2800000000001,890.64
1001408,1001454,206.96,310.44,388.04999999999995,569.14,931.3199999999999
1001408,1001456,217.84000000000003,326.76,408.45000000000005,599.0600000000001,980.2800000000001
1001408,1001458,224.96,337.44,421.79999999999995,618.64,1012.3199999999999
1001408,1001460,229.04000000000002,343.56,429.45000000000005,629.8600000000001,1030.68
1001408,1001461,239.28000000000003,358.92,448.65000000000003,658.0200000000001,1076.7600000000002
1001408,1001462,243.36,365.03999999999996,456.29999999999995,669.24,1095.12
1001408,1001464,264.71999999999997,397.08,496.34999999999997,727.98,1191.24
1001408,1001466,271.52,407.28,509.09999999999997,746.6800000000001,1221.84
1001408,1001468,280.08000000000004,420.12,525.1500000000001,770.2200000000001,1260.3600000000001
1001408,1001470,288.56,432.84,541.05,793.5400000000001,1298.52
1001408,1001472,301.36,452.03999999999996,565.05,828.74,1356.12
1001408,1001488,157.52,236.28,295.35,433.18000000000006,708.84
1001408,1004354,162.32000000000002,243.48,304.35,446.38000000000005,730.44
1001408,1004355,163.92000000000002,245.88,307.35,450.78000000000003,737.64
1001408,1004356,160.72000000000003,241.07999999999998,301.35,441.9800000000001,723.24
1001410,1001400,62.959999999999994,94.43999999999998,118.04999999999998,173.14,283.32
1001410,1001402,55.2,82.8,103.5,151.8,248.4
1001410,1001404,39.040000000000006,58.56,73.2,107.36000000000001,175.68
1001410,1001406,26.24,39.35999999999999,49.199999999999996,72.16,118.08
1001410,1001408,8.88,13.319999999999999,16.65,24.42,39.96
1001410,1001412,12.48,18.72,23.4,34.32,56.16
1001410,1001414,27.04,40.559999999999995,50.699999999999996,74.36,121.67999999999999
1001410,1001416,37.6,56.4,70.5,103.4,169.20000000000002
1001410,1001418,48.480000000000004,72.72,90.9,133.32000000000002,218.16
1001410,1001420,58.800000000000004,88.2,110.25,161.70000000000002,264.6
1001410,1001422,66.48,99.71999999999998,124.64999999999999,182.82,299.15999999999997
1001410,1001424,75.60000000000001,113.39999999999999,141.75,207.9,340.2
1001410,1001426,90.48,135.72,169.64999999999998,248.82000000000002,407.15999999999997
1001410,1001428,103.12,154.68,193.35000000000002,283.58000000000004,464.04
1001410,1001430,110.0,165.0,206.25,302.5,495.0
1001410,1001432,117.2,175.79999999999998,219.75,322.3,527.4
1001410,1001434,123.52000000000001,185.28,231.60000000000002,339.68000000000006,555.84
1001410,1001436,126.72000000000001,190.08,237.60000000000002,348.48,570.24
1001410,1001437,130.72,196.08,245.10000000000002,359.48,588.24
1001410,1001438,133.92000000000002,200.88,251.10000000000002,368.28000000000003,602.64
1001410,1001440,141.92000000000002,212.88,266.1,390.28000000000003,638.64
1001410,1001442,145.04000000000002,217.56,271.95000000000005,398.86000000000007,652.6800000000001
1001410,1001444,155.60000000000002,233.39999999999998,291.75,427.90000000000003,700.2
1001410,1001446,160.88000000000002,241.32000000000002,301.65000000000003,442.4200000000001,723.9600000000002
1001410,1001448,168.56000000000003,252.84,316.05,463.5400000000001,758.5200000000001
1001410,1001450,181.12,271.68,339.6,498.08000000000004,815.0400000000001
1001410,1001452,189.04000000000002,283.56,354.45000000000005,519.86,850.6800000000001
1001410,1001454,198.08000000000004,297.12,371.40000000000003,544.7200000000001,891.3600000000001
1001410,1001456,208.96,313.44,391.79999999999995,574.64,940.3199999999999
1001410,1001458,216.08000000000004,324.12,405.15000000000003,594.2200000000001,972.3600000000001
1001410,1001460,220.16,330.23999999999995,412.79999999999995,605.44,990.72
1001410,1001461,230.4,345.59999999999997,432.0,633.6,1036.8
1001410,1001462,234.48000000000002,351.72,439.65000000000003,644.82,1055.16
1001410,1001464,255.84000000000003,383.76,479.70000000000005,703.5600000000001,1151.28
1001410,1001466,262.64000000000004,393.96,492.45000000000005,722.2600000000001,1181.88
1001410,1001468,271.2,406.8,508.5,745.8000000000001,1220.4
1001410,1001470,279.68,419.52000000000004,524.4000000000001,769.1200000000001,1258.5600000000002
1001410,1001472,292.48,438.72,548.4000000000001,804.3200000000002,1316.16
1001410,1001488,148.64000000000001,222.96,278.70000000000005,408.76000000000005,668.8800000000001
1001410,1004354,153.44000000000003,230.16,287.70000000000005,421.96000000000004,690.48
1001410,1004355,155.04000000000002,232.56,290.70000000000005,426.36000000000007,697.6800000000001
1001410,1004356,151.84,227.76000000000002,284.70000000000005,417.56000000000006,683.2800000000001
1001412,1001400,75.43999999999998,113.15999999999998,141.45,207.45999999999998,339.47999999999996
1001412,1001402,67.67999999999999,101.52,126.89999999999999,186.12,304.56
1001412,1001404,51.52000000000001,77.28,96.60000000000001,141.68000000000004,231.84000000000003
1001412,1001406,38.72,58.08,72.6,106.48,174.24
1001412,1001408,21.36,32.04,40.05,58.74,96.12
1001412,1001410,12.48,18.72,23.4,34.32,56.16
1001412,1001414,14.56,21.84,27.299999999999997,40.04,65.52
1001412,1001416,25.12,37.68,47.099999999999994,69.08,113.03999999999999
1001412,1001418,36.0,54.0,67.5,99.00000000000001,162.0
1001412,1001420,46.32,69.47999999999999,86.85,127.38000000000001,208.44
1001412,1001422,54.0,81.0,101.25,148.5,243.0
1001412,1001424,63.120000000000005,94.68,118.35000000000001,173.58,284.04
1001412,1001426,78.0,117.0,146.25,214.50000000000003,351.0
1001412,1001428,90.64,135.95999999999998,169.95,249.26000000000002,407.88
1001412,1001430,97.52,146.27999999999997,182.85,268.18,438.84
1001412,1001432,104.71999999999998,157.07999999999996,196.34999999999997,287.97999999999996,471.23999999999995
1001412,1001434,111.03999999999999,166.55999999999997,208.2,305.36,499.67999999999995
1001412,1001436,114.24,171.35999999999999,214.2,314.15999999999997,514.0799999999999
1001412,1001437,118.24,177.35999999999999,221.7,325.15999999999997,532.0799999999999
1001412,1001438,121.44,182.15999999999997,227.7,333.96,546.4799999999999
1001412,1001440,129.44,194.15999999999997,242.7,355.96,582.4799999999999
1001412,1001442,132.56,198.83999999999997,248.54999999999998,364.54,596.52
1001412,1001444,143.11999999999998,214.67999999999998,268.34999999999997,393.58,644.04
1001412,1001446,148.4,222.6,278.25,408.1,667.8000000000001
1001412,1001448,156.08,234.11999999999998,292.65,429.22,702.36
1001412,1001450,168.64,252.95999999999998,316.2,463.76,758.88
1001412,1001452,176.56,264.84,331.04999999999995,485.54,794.52
1001412,1001454,185.60000000000002,278.4,348.0,510.40000000000003,835.2
1001412,1001456,196.48,294.71999999999997,368.4,540.3199999999999,884.1599999999999
1001412,1001458,203.60000000000002,305.4,381.75,559.9000000000001,916.2
1001412,1001460,207.67999999999998,311.5199999999999,389.4,571.12,934.56
1001412,1001461,217.92,326.87999999999994,408.59999999999997,599.28,980.64
1001412,1001462,222.0,333.0,416.25,610.5,999.0
1001412,1001464,243.36,365.03999999999996,456.29999999999995,669.24,1095.12
1001412,1001466,250.16,375.23999999999995,469.04999999999995,687.94,1125.72
1001412,1001468,258.71999999999997,388.08,485.09999999999997,711.48,1164.24
1001412,1001470,267.2,400.8,501.0,734.8000000000001,1202.4
1001412,1001472,280.0,420.0,525.0,770.0000000000001,1260.0
1001412,1001488,136.16,204.23999999999998,255.29999999999998,374.44,612.72
1001412,1004354,140.96,211.43999999999997,264.29999999999995,387.64,634.3199999999999
1001412,1004355,142.56,213.83999999999997,267.29999999999995,392.04,641.52
1001412,1004356,139.35999999999999,209.04,261.29999999999995,383.24,627.12
1001414,1001400,90.0,134.99999999999997,168.74999999999997,247.5,404.99999999999994
1001414,1001402,82.24000000000001,123.35999999999999,154.2,226.16000000000003,370.08
1001414,1001404,66.08000000000001,99.12,123.9,181.72000000000003,297.36
1001414,1001406,53.28,79.91999999999999,99.89999999999999,146.52,239.76
1001414,1001408,35.92,53.879999999999995,67.35,98.78,161.64
1001414,1001410,27.04,40.559999999999995,50.699999999999996,74.36,121.67999999999999
1001414,1001412,14.56,21.84,27.299999999999997,40.04,65.52
1001414,1001416,10.56,15.839999999999998,19.799999999999997,29.04,47.519999999999996
1001414,1001418,21.439999999999998,32.16,40.199999999999996,58.96,96.47999999999999
1001414,1001420,31.759999999999998,47.63999999999999,59.55,87.34,142.92
1001414,1001422,39.44,59.16,73.94999999999999,108.46000000000001,177.48
1001414,1001424,48.56,72.83999999999999,91.05,133.54,218.51999999999998
1001414,1001426,63.44,95.16,118.94999999999999,174.46,285.48
1001414,1001428,76.08,114.11999999999999,142.64999999999998,209.22,342.36
1001414,1001430,82.96,124.43999999999998,155.54999999999998,228.14,373.32
1001414,1001432,90.16,135.23999999999998,169.04999999999998,247.94,405.71999999999997
1001414,1001434,96.48,144.72,180.89999999999998,265.32,434.15999999999997
1001414,1001436,99.68,149.51999999999998,186.89999999999998,274.12,448.56
1001414,1001437,103.68,155.51999999999998,194.39999999999998,285.12,466.56
1001414,1001438,106.88,160.32,200.39999999999998,293.92,480.96
1001414,1001440,114.88,172.32,215.39999999999998,315.92,516.96
1001414,1001442,118.0,177.0,221.25,324.5,531.0
1001414,1001444,128.56,192.83999999999997,241.04999999999998,353.54,578.52
1001414,1001446,133.84,200.76000000000002,250.95000000000002,368.06000000000006,602.2800000000001
1001414,1001448,141.52,212.28,265.35,389.18000000000006,636.84
1001414,1001450,154.08,231.11999999999998,288.9,423.72,693.36
1001414,1001452,162.0,243.0,303.75,445.50000000000006,729.0
1001414,1001454,171.04000000000002,256.56,320.70000000000005,470.36000000000007,769.6800000000001
1001414,1001456,181.92,272.87999999999994,341.09999999999997,500.28,818.64
1001414,1001458,189.04000000000002,283.56,354.45000000000005,519.86,850.6800000000001
1001414,1001460,193.12,289.67999999999995,362.09999999999997,531.08,869.04
1001414,1001461,203.36,305.03999999999996,381.29999999999995,559.24,915.12
1001414,1001462,207.43999999999997,311.1599999999999,388.94999999999993,570.4599999999999,933.4799999999999
1001414,1001464,228.8,343.2,429.0,629.2,1029.6000000000001
1001414,1001466,235.60000000000002,353.4,441.75,647.9000000000001,1060.2
1001414,1001468,244.16,366.23999999999995,457.79999999999995,671.44,1098.72
1001414,1001470,252.64,378.9599999999999,473.69999999999993,694.76,1136.8799999999999
1001414,1001472,265.44,398.1599999999999,497.69999999999993,729.9599999999999,1194.4799999999998
1001414,1001488,121.60000000000001,182.4,228.0,334.40000000000003,547.2
1001414,1004354,126.4,189.6,237.0,347.6,568.8000000000001
1001414,1004355,128.0,192.0,240.0,352.0,576.0
1001414,1004356,124.80000000000001,187.2,234.0,343.20000000000005,561.6
1001416,1001400,100.56,150.83999999999997,188.54999999999998,276.54,452.52
1001416,1001402,92.80000000000001,139.2,174.0,255.20000000000002,417.6
1001416,1001404,76.64000000000001,114.96000000000001,143.70000000000002,210.76000000000005,344.88000000000005
1001416,1001406,63.84,95.75999999999999,119.69999999999999,175.56,287.28
1001416,1001408,46.48,69.71999999999998,87.14999999999999,127.82,209.16
1001416,1001410,37.6,56.4,70.5,103.4,169.20000000000002
1001416,1001412,25.12,37.68,47.099999999999994,69.08,113.03999999999999
1001416,1001414,10.56,15.839999999999998,19.799999999999997,29.04,47.519999999999996
1001416,1001418,10.88,16.32,20.4,29.92,48.96
1001416,1001420,21.200000000000003,31.799999999999997,39.75,58.300000000000004,95.4
1001416,1001422,28.880000000000003,43.32,54.150000000000006,79.42000000000002,129.96
1001416,1001424,38.0,57.0,71.25,104.50000000000001,171.0
1001416,1001426,52.879999999999995,79.32,99.14999999999999,145.42,237.95999999999998
1001416,1001428,65.52,98.27999999999999,122.85,180.18,294.84
1001416,1001430,72.39999999999999,108.59999999999998,135.74999999999997,199.1,325.79999999999995
1001416,1001432,79.6,119.39999999999998,149.24999999999997,218.89999999999998,358.19999999999993
1001416,1001434,85.92,128.88,161.1,236.28,386.64
1001416,1001436,89.12,133.67999999999998,167.1,245.08,401.03999999999996
1001416,1001437,93.12,139.67999999999998,174.6,256.08,419.03999999999996
1001416,1001438,96.32,144.48,180.6,264.88,433.44
1001416,1001440,104.32,156.47999999999996,195.59999999999997,286.88,469.43999999999994
1001416,1001442,107.44,161.15999999999997,201.45,295.46,483.47999999999996
1001416,1001444,117.99999999999999,176.99999999999997,221.24999999999994,324.49999999999994,530.9999999999999
1001416,1001446,123.28,184.92,231.14999999999998,339.02000000000004,554.76
1001416,1001448,130.96,196.43999999999997,245.54999999999998,360.14,589.3199999999999
1001416,1001450,143.51999999999998,215.27999999999997,269.09999999999997,394.68,645.8399999999999
1001416,1001452,151.44,227.15999999999997,283.95,416.46,681.4799999999999
1001416,1001454,160.48,240.71999999999994,300.9,441.31999999999994,722.1599999999999
1001416,1001456,171.36,257.03999999999996,321.29999999999995,471.24,771.12
1001416,1001458,178.48,267.71999999999997,334.65,490.81999999999994,803.1599999999999
1001416,1001460,182.56,273.84,342.29999999999995,502.04,821.52
1001416,1001461,192.79999999999998,289.19999999999993,361.49999999999994,530.1999999999999,867.5999999999999
1001416,1001462,196.88,295.31999999999994,369.15,541.42,885.9599999999999
1001416,1001464,218.23999999999998,327.35999999999996,409.19999999999993,600.16,982.0799999999998
1001416,1001466,225.03999999999996,337.55999999999995,421.94999999999993,618.8599999999999,1012.6799999999998
1001416,1001468,233.60000000000002,350.4,438.0,642.4000000000001,1051.2
1001416,1001470,242.07999999999998,363.11999999999995,453.9,665.72,1089.36
1001416,1001472,254.88,382.31999999999994,477.9,700.92,1146.9599999999998
